"review_title","review_text","review_star","page"
"







  
  
    Look new
  
","









  
  
    
  Love it

  
","4.0 out of 5 stars",163
"







  
  
    Great Phone
  
","









  
  
    
  Battery health is at 86%. Not disappointed, but wish it was better.

  
","4.0 out of 5 stars",163
"







  
  
    Not as described
  
","









  
  
    
  Device came with the battery shaking, lost money

  
","1.0 out of 5 stars",163
"







  
  
    iPhone
  
","









  
  
    
  Th phone was like new works great!

  
","5.0 out of 5 stars",163
"







  
  
    <U+2665><U+FE0F>
  
","









  
  
    
  Everything is good with the iPhone

  
","5.0 out of 5 stars",163
"







  
  
    Very good
  
","









  
  
    
  Very good product no scratches practically brand new

  
","5.0 out of 5 stars",163
"







  
  
    Poor job on this phone for the price
  
","









  
  
    
  Bad screen on this one also a bad charging port

  
","1.0 out of 5 stars",163
"







  
  
    Iphone x
  
","









  
  
    
  great product excellent quality  well delivered

  
","5.0 out of 5 stars",163
"







  
  
    Bad choice
  
","









  
  
    
  Do not buy a phone from hear year later not in good condition.

  
","1.0 out of 5 stars",155
"







  
  
    Disappointed
  
","









  
  
    
  Disappointed. It is not working again . Recommend you to buy bestbuy and Apple store

  
","1.0 out of 5 stars",155
"







  
  
    Nice
  
","









  
  
    
  Works perfect

  
","5.0 out of 5 stars",155
"







  
  
    Good quality and good price
  
","









  
  
    
  Good phone for a good price and didn’t have to go broke to buy it

  
","5.0 out of 5 stars",155
"







  
  
    junk
  
","









  
  
    
  it’s not even fully unlocked. junk. the screen is also laggy.

  
","1.0 out of 5 stars",155
"







  
    Impecable
  
  
","









  
    
  Compre dos, y solo uno tenia un raspón mínimo en una punta pero ni se ve. Muy buen estado

  
  
","5.0 out of 5 stars",155
"







  
    Excelene
  
  
","









  
    
  Producto excelente, funciona muy bien, y estéticamente excelente!

  
  
","5.0 out of 5 stars",155
"







  
  
    Great Product
  
","









  
  
    
  Loved that it was easy to install

  
","5.0 out of 5 stars",155
"







  
  
    I like this phone
  
","









  
  
    
  It’s good and works on all the apps well

  
","4.0 out of 5 stars",155
